title,year,clean_title,appearance_count,tmdb_id,tmdb_title,release_date,directors,cast,genres,original_language,overview,vote_average,vote_count,popularity,directors_main,directors_other,cast_main,cast_other
Possession,,possession,338,30072.0,Possession,2002-08-16,['Neil LaBute'],"['Gwyneth Paltrow', 'Aaron Eckhart', 'Jeremy Northam', 'Jennifer Ehle', 'Lena Headey', 'Holly Aird', 'Toby Stephens', 'Trevor Eve', 'Georgia Mackenzie', 'Tom Hollander']","['Drama', 'Mystery', 'Romance']",en,"Maud Bailey, a brilliant English academic, is researching the life and work of poet Christabel La Motte. Roland Michell is an American scholar in London to study Randolph Henry Ash, now best-known for a collection of poems dedicated to his wife. When Maud and Roland discover a cache of love letters that appear to be from Ash to La Motte, they follow a trail of clues across England, echoing the journey of the couple over a century earlier.",6.005,183,0.8446,['Neil LaBute'],[],"['Gwyneth Paltrow', 'Aaron Eckhart', 'Jeremy Northam', 'Jennifer Ehle', 'Lena Headey', 'Toby Stephens', 'Trevor Eve', 'Tom Hollander']","['Holly Aird', 'Georgia Mackenzie']"
The Invisible Man,2020.0,invisible man,338,570670.0,The Invisible Man,2020-02-26,['Leigh Whannell'],"['Elisabeth Moss', 'Aldis Hodge', 'Storm Reid', 'Michael Dorman', 'Harriet Dyer', 'Oliver Jackson-Cohen', 'Benedict Hardie', 'Zara Michales', 'Renee Lim', 'Sam Smith']","['Thriller', 'Science Fiction', 'Horror']",en,"When Cecilia's abusive ex takes his own life and leaves her his fortune, she suspects his death was a hoax. As a series of coincidences turn lethal, Cecilia works to prove that she is being hunted by someone nobody can see.",7.113,5919,4.1027,['Leigh Whannell'],[],"['Elisabeth Moss', 'Aldis Hodge', 'Storm Reid', 'Michael Dorman', 'Oliver Jackson-Cohen', 'Benedict Hardie']","['Harriet Dyer', 'Zara Michales', 'Renee Lim', 'Sam Smith']"
Palm Springs,2020.0,palm springs,336,587792.0,Palm Springs,2020-07-10,['Max Barbakow'],"['Andy Samberg', 'Cristin Milioti', 'J.K. Simmons', 'Peter Gallagher', 'Meredith Hagner', 'Camila Mendes', 'Tyler Hoechlin', 'Chris Pang', 'Jacqueline Obradors', 'June Squibb']","['Comedy', 'Romance', 'Science Fiction']",en,"When carefree Nyles and reluctant maid of honor Sarah have a chance encounter at a Palm Springs wedding, things get complicated when they find themselves unable to escape the venue, themselves, or each other.",7.339,3347,7.6295,[],['Max Barbakow'],"['Andy Samberg', 'J.K. Simmons', 'Peter Gallagher', 'Meredith Hagner', 'Camila Mendes', 'Tyler Hoechlin', 'Chris Pang', 'Jacqueline Obradors', 'June Squibb']",['Cristin Milioti']
Ready or Not,2019.0,ready or not,336,567609.0,Ready or Not,2019-08-21,"['Matt Bettinelli-Olpin', 'Tyler Gillett']","['Samara Weaving', 'Adam Brody', ""Mark O'Brien"", 'Henry Czerny', 'Andie MacDowell', 'Melanie Scrofano', 'Kristian Bruun', 'Elyse Levesque', 'Nicky Guadagni', 'John Ralston']","['Horror', 'Comedy']",en,A young bride's wedding night turns into her worst nightmare when her ridiculously rich in-laws force her to play a gruesome game of hide-and-seek.,7.035,4852,5.151,"['Matt Bettinelli-Olpin', 'Tyler Gillett']",[],"['Samara Weaving', 'Adam Brody', ""Mark O'Brien"", 'Henry Czerny', 'Andie MacDowell', 'Kristian Bruun', 'Elyse Levesque', 'Nicky Guadagni', 'John Ralston']",['Melanie Scrofano']
Raiders of the Lost Ark,,raiders of lost ark,335,85.0,Raiders of the Lost Ark,1981-06-12,['Steven Spielberg'],"['Harrison Ford', 'Karen Allen', 'Paul Freeman', 'John Rhys-Davies', 'Ronald Lacey', 'Wolf Kahler', 'Anthony Higgins', 'Denholm Elliott', 'Alfred Molina', 'Vic Tablian']","['Adventure', 'Action']",en,"When Dr. Indiana Jones – the tweed-suited professor who just happens to be a celebrated archaeologist – is hired by the government to locate the legendary Ark of the Covenant, he finds himself up against the entire Nazi regime.",7.9,12975,14.6684,['Steven Spielberg'],[],"['Harrison Ford', 'Karen Allen', 'Paul Freeman', 'John Rhys-Davies', 'Ronald Lacey', 'Anthony Higgins', 'Denholm Elliott', 'Alfred Molina']","['Wolf Kahler', 'Vic Tablian']"
Spirited Away,,spirited away,335,129.0,Spirited Away,2001-07-20,['Hayao Miyazaki'],"['Rumi Hiiragi', 'Miyu Irino', 'Mari Natsuki', 'Takashi Naito', 'Yasuko Sawaguchi', 'Tsunehiko Kamijô', 'Takehiko Ono', 'Bunta Sugawara', 'Akio Nakamura', 'Yumi Tamai']","['Animation', 'Family', 'Fantasy']",ja,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.",8.5,17317,23.53,['Hayao Miyazaki'],[],"['Miyu Irino', 'Mari Natsuki', 'Takashi Naito', 'Yasuko Sawaguchi', 'Bunta Sugawara']","['Rumi Hiiragi', 'Tsunehiko Kamijô', 'Takehiko Ono', 'Akio Nakamura', 'Yumi Tamai']"
Don't Look Up,2021.0,dont look up,334,646380.0,Don't Look Up,2021-12-08,['Adam McKay'],"['Leonardo DiCaprio', 'Jennifer Lawrence', 'Meryl Streep', 'Cate Blanchett', 'Rob Morgan', 'Jonah Hill', 'Mark Rylance', 'Tyler Perry', 'Timothée Chalamet', 'Ron Perlman']","['Comedy', 'Science Fiction']",en,Two astronomers go on a media tour to warn humankind of a planet-killing comet hurtling toward Earth. The response from a distracted world: Meh.,7.07,8679,5.3265,['Adam McKay'],[],"['Leonardo DiCaprio', 'Jennifer Lawrence', 'Meryl Streep', 'Cate Blanchett', 'Rob Morgan', 'Jonah Hill', 'Mark Rylance', 'Tyler Perry', 'Timothée Chalamet', 'Ron Perlman']",[]
A Star Is Born,2018.0,star is born,333,332562.0,A Star Is Born,2018-10-03,['Bradley Cooper'],"['Lady Gaga', 'Bradley Cooper', 'Sam Elliott', 'Andrew Dice Clay', 'Rafi Gavron', 'Anthony Ramos', 'Dave Chappelle', 'Alec Baldwin', 'Marlon Williams', 'Brandi Carlile']","['Music', 'Drama', 'Romance']",en,"Seasoned musician Jackson Maine discovers — and falls in love with — struggling artist Ally. She has just about given up on her dream to make it big as a singer — until Jack coaxes her into the spotlight. But even as Ally's career takes off, the personal side of their relationship is breaking down, as Jack fights an ongoing battle with his own internal demons.",7.499,11887,5.2855,[],['Bradley Cooper'],"['Lady Gaga', 'Bradley Cooper', 'Sam Elliott', 'Andrew Dice Clay', 'Rafi Gavron', 'Anthony Ramos', 'Dave Chappelle', 'Alec Baldwin']","['Marlon Williams', 'Brandi Carlile']"
Doctor Strange,2016.0,doctor strange,333,284052.0,Doctor Strange,2016-10-25,['Scott Derrickson'],"['Benedict Cumberbatch', 'Chiwetel Ejiofor', 'Rachel McAdams', 'Benedict Wong', 'Mads Mikkelsen', 'Tilda Swinton', 'Michael Stuhlbarg', 'Benjamin Bratt', 'Scott Adkins', 'Zara Phythian']","['Action', 'Adventure', 'Fantasy']",en,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under her wing and trains him to defend the world against evil.",7.4,22675,10.2374,['Scott Derrickson'],[],"['Benedict Cumberbatch', 'Chiwetel Ejiofor', 'Rachel McAdams', 'Benedict Wong', 'Mads Mikkelsen', 'Tilda Swinton', 'Michael Stuhlbarg', 'Benjamin Bratt', 'Scott Adkins']",['Zara Phythian']
Babylon,2022.0,babylon,330,615777.0,Babylon,2022-12-22,['Damien Chazelle'],"['Diego Calva', 'Margot Robbie', 'Brad Pitt', 'Jovan Adepo', 'Jean Smart', 'J.C. Currais', 'Jimmy Ortega', 'Marcos A. Ferraez', 'Shane Powers', 'Phoebe Tonkin']","['Drama', 'Comedy']",en,"A tale of outsized ambition and outrageous excess, tracing the rise and fall of multiple characters in an era of unbridled decadence and depravity during Hollywood's transition from silent films to sound films in the late 1920s.",7.377,3423,9.6555,['Damien Chazelle'],[],"['Margot Robbie', 'Brad Pitt', 'Jovan Adepo', 'Jean Smart']","['Diego Calva', 'J.C. Currais', 'Jimmy Ortega', 'Marcos A. Ferraez', 'Shane Powers', 'Phoebe Tonkin']"
TÁR,2022.0,tr,330,817758.0,TÁR,2022-09-23,['Todd Field'],"['Cate Blanchett', 'Nina Hoss', 'Noémie Merlant', 'Sophie Kauer', 'Julian Glover', 'Mark Strong', 'Sylvia Flote', 'Allan Corduner', 'Mila Bogojevic', 'Adam Gopnik']","['Music', 'Drama']",en,"As celebrated conductor Lydia Tár starts rehearsals for a career-defining symphony, the consequences of her past choices begin to echo in the present.",7.091,1378,3.4307,['Todd Field'],[],"['Cate Blanchett', 'Nina Hoss', 'Noémie Merlant', 'Julian Glover', 'Mark Strong', 'Allan Corduner']","['Sophie Kauer', 'Sylvia Flote', 'Mila Bogojevic', 'Adam Gopnik']"
Wonder Woman,2017.0,wonder woman,327,297762.0,Wonder Woman,2017-05-30,['Patty Jenkins'],"['Gal Gadot', 'Chris Pine', 'Connie Nielsen', 'Robin Wright', 'Danny Huston', 'David Thewlis', 'Saïd Taghmaoui', 'Ewen Bremner', 'Eugene Brave Rock', 'Lucy Davis']","['Action', 'Adventure', 'Fantasy']",en,An Amazon princess comes to the world of Man in the grips of the First World War to confront the forces of evil and bring an end to human conflict.,7.2,20349,32.2585,['Patty Jenkins'],[],"['Gal Gadot', 'Chris Pine', 'Connie Nielsen', 'Robin Wright', 'Danny Huston', 'David Thewlis', 'Saïd Taghmaoui', 'Ewen Bremner', 'Lucy Davis']",['Eugene Brave Rock']
Shiva Baby,2020.0,shiva baby,326,664300.0,Shiva Baby,2021-03-26,['Emma Seligman'],"['Rachel Sennott', 'Molly Gordon', 'Polly Draper', 'Danny Deferrari', 'Fred Melamed', 'Dianna Agron', 'Glynis Bell', 'Sondra James', 'Deborah Offner', 'Rita Gardner']","['Comedy', 'Drama']",en,"College student Danielle must cover her tracks when she unexpectedly runs into her sugar daddy at a shiva - with her parents, ex-girlfriend and family friends also in attendance.",7.151,693,1.8707,['Emma Seligman'],[],"['Rachel Sennott', 'Molly Gordon', 'Polly Draper', 'Fred Melamed', 'Dianna Agron', 'Sondra James']","['Danny Deferrari', 'Glynis Bell', 'Deborah Offner', 'Rita Gardner']"
Suicide Squad,2016.0,suicide squad,326,297761.0,Suicide Squad,2016-08-03,['David Ayer'],"['Will Smith', 'Jared Leto', 'Margot Robbie', 'Joel Kinnaman', 'Viola Davis', 'Jai Courtney', 'Jay Hernandez', 'Adewale Akinnuoye-Agbaje', 'Cara Delevingne', 'Ike Barinholtz']","['Action', 'Adventure', 'Fantasy']",en,"From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",5.92,21510,8.161,['David Ayer'],[],"['Will Smith', 'Jared Leto', 'Margot Robbie', 'Joel Kinnaman', 'Viola Davis', 'Jai Courtney', 'Jay Hernandez', 'Adewale Akinnuoye-Agbaje', 'Cara Delevingne', 'Ike Barinholtz']",[]
Logan,2017.0,logan,325,263115.0,Logan,2017-02-28,['James Mangold'],"['Hugh Jackman', 'Dafne Keen', 'Patrick Stewart', 'Elizabeth Rodriguez', 'Boyd Holbrook', 'Stephen Merchant', 'Richard E. Grant', 'Stephen Dunlevy', 'Eriq La Salle', 'Elise Neal']","['Action', 'Drama', 'Science Fiction']",en,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",7.82,19731,15.8525,['James Mangold'],[],"['Hugh Jackman', 'Patrick Stewart', 'Elizabeth Rodriguez', 'Boyd Holbrook', 'Stephen Merchant', 'Richard E. Grant', 'Eriq La Salle', 'Elise Neal']","['Dafne Keen', 'Stephen Dunlevy']"
Iron Man,2008.0,iron man,324,1726.0,Iron Man,2008-04-30,['Jon Favreau'],"['Robert Downey Jr.', 'Terrence Howard', 'Jeff Bridges', 'Gwyneth Paltrow', 'Leslie Bibb', 'Shaun Toub', 'Faran Tahir', 'Clark Gregg', 'Bill Smitrovich', 'Sayed Badreya']","['Action', 'Science Fiction', 'Adventure']",en,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",7.653,27152,17.9855,['Jon Favreau'],[],"['Robert Downey Jr.', 'Terrence Howard', 'Jeff Bridges', 'Gwyneth Paltrow', 'Leslie Bibb', 'Shaun Toub', 'Faran Tahir', 'Clark Gregg', 'Bill Smitrovich']",['Sayed Badreya']
Soul,2020.0,soul,324,508442.0,Soul,2020-12-25,['Pete Docter'],"['Jamie Foxx', 'Tina Fey', 'Graham Norton', 'Rachel House', 'Alice Braga', 'Richard Ayoade', 'Phylicia Rashād', 'Donnell Rawlings', 'Questlove', 'Angela Bassett']","['Animation', 'Family', 'Comedy', 'Fantasy']",en,"Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.",8.107,10859,8.7006,['Pete Docter'],[],"['Jamie Foxx', 'Tina Fey', 'Rachel House', 'Alice Braga', 'Richard Ayoade', 'Phylicia Rashād', 'Angela Bassett']","['Graham Norton', 'Donnell Rawlings', 'Questlove']"
Split,2016.0,split,323,381288.0,Split,2017-01-19,['M. Night Shyamalan'],"['James McAvoy', 'Anya Taylor-Joy', 'Betty Buckley', 'Haley Lu Richardson', 'Jessica Sula', 'Izzie Coffey', 'Brad William Henke', 'Sebastian Arcelus', 'Neal Huff', 'Ukee Washington']","['Horror', 'Thriller']",en,"Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him — as well as everyone around him — as the walls between his compartments shatter apart.",7.341,17758,9.301,['M. Night Shyamalan'],[],"['James McAvoy', 'Anya Taylor-Joy', 'Betty Buckley', 'Haley Lu Richardson', 'Jessica Sula', 'Brad William Henke', 'Neal Huff']","['Izzie Coffey', 'Sebastian Arcelus', 'Ukee Washington']"
Suspiria,,suspiria,323,361292.0,Suspiria,2018-10-26,['Luca Guadagnino'],"['Dakota Johnson', 'Tilda Swinton', 'Mia Goth', 'Angela Winkler', 'Ingrid Caven', 'Chloë Grace Moretz', 'Elena Fokina', 'Sylvie Testud', 'Renée Soutendijk', 'Christine Leboutte']","['Horror', 'Mystery', 'Drama']",en,"A darkness swirls at the center of a world-renowned dance company, one that will engulf the artistic director, an ambitious young dancer, and a grieving psychotherapist. Some will succumb to the nightmare. Others will finally wake up.",6.9,2610,6.2899,['Luca Guadagnino'],[],"['Dakota Johnson', 'Tilda Swinton', 'Mia Goth', 'Angela Winkler', 'Ingrid Caven', 'Chloë Grace Moretz', 'Sylvie Testud', 'Renée Soutendijk']","['Elena Fokina', 'Christine Leboutte']"
Elvis,2022.0,elvis,322,614934.0,Elvis,2022-06-22,['Baz Luhrmann'],"['Austin Butler', 'Tom Hanks', 'Olivia DeJonge', 'Helen Thomson', 'Richard Roxburgh', 'Kelvin Harrison, Jr.', 'David Wenham', 'Kodi Smit-McPhee', 'Luke Bracey', 'Dacre Montgomery']","['Drama', 'Music', 'History']",en,"The life story of Elvis Presley as seen through the complicated relationship with his enigmatic manager, Colonel Tom Parker.",7.487,3626,4.1245,['Baz Luhrmann'],[],"['Austin Butler', 'Tom Hanks', 'Olivia DeJonge', 'Richard Roxburgh', 'Kelvin Harrison, Jr.', 'David Wenham', 'Kodi Smit-McPhee', 'Luke Bracey', 'Dacre Montgomery']",['Helen Thomson']
Pearl,2022.0,pearl,322,949423.0,Pearl,2022-09-16,['Ti West'],"['Mia Goth', 'David Corenswet', 'Tandi Wright', 'Matthew Sunderland', 'Emma Jenkins-Purro', 'Alistair Sewell', 'Amelia Reid', 'Gabe McDonnell', 'Lauren Stewart', 'Todd Rippon']","['Horror', 'Thriller']",en,"Trapped on her family’s isolated farm, Pearl must tend to her ailing father under the bitter and overbearing watch of her devout mother. Lusting for a glamorous life like she’s seen in the movies, Pearl’s ambitions, temptations, and repressions collide.",7.249,2253,9.6644,['Ti West'],[],"['Mia Goth', 'David Corenswet', 'Matthew Sunderland']","['Tandi Wright', 'Emma Jenkins-Purro', 'Alistair Sewell', 'Amelia Reid', 'Gabe McDonnell', 'Lauren Stewart', 'Todd Rippon']"
The Irishman,2019.0,irishman,322,398978.0,The Irishman,2019-11-01,['Martin Scorsese'],"['Robert De Niro', 'Al Pacino', 'Joe Pesci', 'Harvey Keitel', 'Ray Romano', 'Bobby Cannavale', 'Anna Paquin', 'Stephen Graham', 'Stephanie Kurtzuba', 'Jack Huston']","['Crime', 'Drama', 'History']",en,"Pennsylvania, 1956. Frank Sheeran, a war veteran of Irish origin who works as a truck driver, accidentally meets mobster Russell Bufalino. Once Frank becomes his trusted man, Bufalino sends him to Chicago with the task of helping Jimmy Hoffa, a powerful union leader related to organized crime, with whom Frank will maintain a close friendship for nearly twenty years.",7.588,7096,5.4764,['Martin Scorsese'],[],"['Robert De Niro', 'Al Pacino', 'Joe Pesci', 'Harvey Keitel', 'Ray Romano', 'Bobby Cannavale', 'Anna Paquin', 'Stephen Graham', 'Jack Huston']",['Stephanie Kurtzuba']
Coco,2017.0,coco,319,354912.0,Coco,2017-10-27,['Lee Unkrich'],"['Anthony Gonzalez', 'Gael García Bernal', 'Benjamin Bratt', 'Alanna Ubach', 'Renée Victor', 'Jaime Camil', 'Alfonso Arau', 'Herbert Siguenza', 'Gabriel Iglesias', 'Lombardo Boyar']","['Family', 'Animation', 'Music', 'Adventure']",en,"Despite his family’s baffling generations-old ban on music, Miguel dreams of becoming an accomplished musician like his idol, Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead following a mysterious chain of events. Along the way, he meets charming trickster Hector, and together, they set off on an extraordinary journey to unlock the real story behind Miguel's family history.",8.203,20102,19.1177,['Lee Unkrich'],[],"['Gael García Bernal', 'Benjamin Bratt', 'Alanna Ubach', 'Renée Victor', 'Alfonso Arau', 'Gabriel Iglesias', 'Lombardo Boyar']","['Anthony Gonzalez', 'Jaime Camil', 'Herbert Siguenza']"
Mean Girls,,mean girls,319,10625.0,Mean Girls,2004-04-30,['Mark Waters'],"['Lindsay Lohan', 'Rachel McAdams', 'Lizzy Caplan', 'Lacey Chabert', 'Amanda Seyfried', 'Daniel Franzese', 'Jonathan Bennett', 'Rajiv Surendra', 'Tina Fey', 'Tim Meadows']","['Drama', 'Comedy']",en,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.",7.2,9077,13.6462,['Mark Waters'],[],"['Lindsay Lohan', 'Rachel McAdams', 'Lizzy Caplan', 'Lacey Chabert', 'Amanda Seyfried', 'Daniel Franzese', 'Jonathan Bennett', 'Tina Fey', 'Tim Meadows']",['Rajiv Surendra']
Isle of Dogs,2018.0,isle of dogs,318,399174.0,Isle of Dogs,2018-03-23,['Wes Anderson'],"['Bryan Cranston', 'Koyu Rankin', 'Bob Balaban', 'Edward Norton', 'Bill Murray', 'Jeff Goldblum', 'Kunichi Nomura', 'Fisher Stevens', 'Akira Takayama', 'Greta Gerwig']","['Adventure', 'Comedy', 'Animation']",en,"In the future, an outbreak of canine flu leads the mayor of a Japanese city to banish all dogs to an island used as a garbage dump. The outcasts must soon embark on an epic journey when a 12-year-old boy arrives on the island to find his beloved pet.",7.847,5084,6.3674,['Wes Anderson'],[],"['Bryan Cranston', 'Bob Balaban', 'Edward Norton', 'Bill Murray', 'Jeff Goldblum', 'Fisher Stevens', 'Greta Gerwig']","['Koyu Rankin', 'Kunichi Nomura', 'Akira Takayama']"
