username,title,year,rating,film_slug,tmdb_id
jay,Frances Ha,,8,frances-ha,
jay,American Mary,,7,american-mary,
jay,Chained,2012.0,5,chained-2012,
jay,The Dark Knight Rises,,6,the-dark-knight-rises,
jay,Magic Mike,,5,magic-mike,
jay,The Amazing Spider-Man,,5,the-amazing-spider-man,
jay,Rock of Ages,,5,rock-of-ages,
jay,Moonrise Kingdom,,7,moonrise-kingdom,
jay,The Avengers,2012.0,6,the-avengers-2012,
jay,21 Jump Street,,7,21-jump-street,
jay,The Hunger Games,,6,the-hunger-games,
jay,[REC]³ Genesis,,4,rec-genesis,
jay,This Means War,,4,this-means-war,
jay,Man on a Ledge,,4,man-on-a-ledge,
jay,Hostel: Part III,,1,hostel-part-iii,
jay,The Girl with the Dragon Tattoo,2011.0,8,the-girl-with-the-dragon-tattoo-2011,
jay,The Cabin in the Woods,,6,the-cabin-in-the-woods,
jay,Mission: Impossible – Ghost Protocol,,8,mission-impossible-ghost-protocol,
jay,The Twilight Saga: Breaking Dawn – Part 1,,2,the-twilight-saga-breaking-dawn-part-1,
jay,Puss in Boots,,4,puss-in-boots,
jay,In Time,,4,in-time,
jay,Wrong Turn 4: Bloody Beginnings,,2,wrong-turn-4-bloody-beginnings,
jay,The Thing,2011.0,5,the-thing-2011,
jay,Moneyball,,7,moneyball,
jay,Tinker Tailor Soldier Spy,,4,tinker-tailor-soldier-spy,
jay,Johnny English Reborn,,4,johnny-english-reborn,
jay,You're Next,,7,youre-next,
jay,The Raid,2011.0,8,the-raid-2011,
jay,Vile,,3,vile,
jay,The Human Centipede 2 (Full Sequence),,1,the-human-centipede-2-full-sequence,
jay,The Help,,5,the-help,
jay,Final Destination 5,,5,final-destination-5,
jay,Captain America: The First Avenger,,5,captain-america-the-first-avenger,
jay,"Crazy, Stupid, Love.",,7,crazy-stupid-love,
jay,X-Men: First Class,,6,x-men-first-class,
jay,Drive,2011.0,8,drive-2011,
jay,The Skin I Live In,,7,the-skin-i-live-in,
jay,We Need to Talk About Kevin,,9,we-need-to-talk-about-kevin,
jay,Hobo with a Shotgun,,6,hobo-with-a-shotgun,
jay,Thor,,4,thor,
jay,Scream 4,,7,scream-4,
jay,Hanna,,6,hanna,
jay,Rio,2011.0,5,rio-2011,
jay,Bridesmaids,,7,bridesmaids,
jay,The Divide,,5,the-divide,
jay,Limitless,,6,limitless,
jay,Justin Bieber: Never Say Never,,2,justin-bieber-never-say-never,
jay,The Strange Thing About the Johnsons,,6,the-strange-thing-about-the-johnsons,
jay,Saw 3D,,3,saw-3d,
jay,Paranormal Activity 2,,4,paranormal-activity-2,
jay,Jackass 3D,,5,jackass-3d,
jay,The Social Network,,10,the-social-network,
jay,Insidious,,6,insidious,
jay,Easy A,,6,easy-a,
jay,127 Hours,,6,127-hours,
jay,Hatchet II,,4,hatchet-ii,
jay,Cats & Dogs: The Revenge of Kitty Galore,,1,cats-dogs-the-revenge-of-kitty-galore,
jay,Scott Pilgrim vs. the World,,8,scott-pilgrim-vs-the-world,
jay,2001 Maniacs: Field of Screams,,1,2001-maniacs-field-of-screams,
jay,Inception,,8,inception,
jay,The Last Airbender,,1,the-last-airbender,
jay,The Karate Kid,2010.0,4,the-karate-kid-2010,
jay,Despicable Me,,5,despicable-me,
jay,Sex and the City 2,,2,sex-and-the-city-2,
jay,Prince of Persia: The Sands of Time,,1,prince-of-persia-the-sands-of-time,
jay,Iron Man 2,,5,iron-man-2,
jay,Alice in Wonderland,2010.0,3,alice-in-wonderland-2010,
jay,Birdemic: Shock and Terror,,1,birdemic-shock-and-terror,
jay,The Crazies,2010.0,3,the-crazies-2010,
jay,Buried,,5,buried,
jay,Four Lions,,8,four-lions,
jay,Tucker and Dale vs. Evil,,7,tucker-and-dale-vs-evil,
jay,Tooth Fairy,2010.0,2,tooth-fairy-2010,
jay,Avatar,,6,avatar,
jay,The Twilight Saga: New Moon,,3,the-twilight-saga-new-moon,
jay,A Christmas Carol,2009.0,5,a-christmas-carol-2009,
jay,Saw VI,,7,saw-vi,
jay,The Descent: Part 2,,4,the-descent-part-2,
jay,Fantastic Mr. Fox,,10,fantastic-mr-fox,
jay,Jennifer's Body,,7,jennifers-body,
jay,Sorority Row,,4,sorority-row,
jay,Halloween II,,4,halloween-ii,
jay,Summer Wars,,6,summer-wars,
jay,The Collector,2009.0,4,the-collector-2009,
jay,Harry Potter and the Half-Blood Prince,,6,harry-potter-and-the-half-blood-prince,
jay,Exam,,3,exam,
jay,The Proposal,2009.0,4,the-proposal-2009,
jay,The Final Destination,,3,the-final-destination,
jay,Inglourious Basterds,,9,inglourious-basterds,
jay,Dogtooth,,8,dogtooth,
jay,Antichrist,,7,antichrist,
jay,Fish Tank,,8,fish-tank,
jay,Terminator Salvation,,3,terminator-salvation,
jay,Thirst,2009.0,7,thirst-2009,
jay,X-Men Origins: Wolverine,,2,x-men-origins-wolverine,
jay,Hannah Montana: The Movie,,6,hannah-montana-the-movie,
jay,"I Love You, Man",,5,i-love-you-man,
jay,Monsters vs Aliens,,4,monsters-vs-aliens,
jay,Drag Me to Hell,,6,drag-me-to-hell,
jay,The Last House on the Left,2009.0,3,the-last-house-on-the-left-2009,
jay,17 Again,,5,17-again,
jay,Friday the 13th,2009.0,4,friday-the-13th-2009,
jay,The Uninvited,2009.0,4,the-uninvited-2009,
jay,Moon,,8,moon,
jay,In the Loop,,8,in-the-loop,
jay,The Killing Room,,3,the-killing-room,
jay,The Curious Case of Benjamin Button,,6,the-curious-case-of-benjamin-button,
jay,Twilight,2008.0,4,twilight-2008,
jay,Splinter,2008.0,2,splinter-2008,
jay,Vacancy 2: The First Cut,,2,vacancy-2-the-first-cut,
jay,Saw V,,3,saw-v,
jay,Bronson,,8,bronson,
jay,High School Musical 3: Senior Year,,6,high-school-musical-3-senior-year,
jay,Quarantine,,3,quarantine,
jay,Wild Child,,6,wild-child,
jay,Step Brothers,,5,step-brothers,
jay,"Angus, Thongs and Perfect Snogging",,4,angus-thongs-and-perfect-snogging,
jay,The Dark Knight,,9,the-dark-knight,
jay,Mamma Mia!,,6,mamma-mia,
jay,Camp Rock,,4,camp-rock,
jay,The Incredible Hulk,,5,the-incredible-hulk,
jay,The Happening,,2,the-happening,
jay,The Strangers,,2,the-strangers,
jay,Martyrs,,10,martyrs,
jay,Sex and the City,,5,sex-and-the-city,
jay,Iron Man,2008.0,7,iron-man-2008,
jay,The Ruins,,4,the-ruins,
jay,Let the Right One In,,10,let-the-right-one-in,
jay,In Bruges,,7,in-bruges,
jay,Cloverfield,,4,cloverfield,
jay,Sweeney Todd: The Demon Barber of Fleet Street,2007.0,7,sweeney-todd-the-demon-barber-of-fleet-street-2007,
jay,Enchanted,,6,enchanted,
jay,The Mist,,8,the-mist,
jay,Fred Claus,,5,fred-claus,
jay,Saw IV,,4,saw-iv,
jay,Funny Games,2007.0,7,funny-games-2007,
jay,American Gangster,,8,american-gangster,
jay,Fermat's Room,,6,fermats-room,
jay,There Will Be Blood,,10,there-will-be-blood,
jay,Paranormal Activity,,2,paranormal-activity,
jay,Eastern Promises,,7,eastern-promises,
jay,The Darjeeling Limited,,8,the-darjeeling-limited,
jay,Juno,,7,juno,
jay,Halloween,,5,halloween,
jay,[REC],,7,rec,
jay,Wrong Turn 2: Dead End,,6,wrong-turn-2-dead-end,
jay,High School Musical 2,,8,high-school-musical-2,
jay,Hot Rod,,7,hot-rod,
jay,Hairspray,2007.0,7,hairspray-2007,
jay,Ratatouille,,8,ratatouille,
jay,Fantastic Four: Rise of the Silver Surfer,,2,fantastic-four-rise-of-the-silver-surfer,
jay,Hostel: Part II,,4,hostel-part-ii,
jay,Ocean's Thirteen,,6,oceans-thirteen,
jay,Inside,2007.0,7,inside-2007,
jay,Death Proof,,7,death-proof,
jay,No Country for Old Men,,7,no-country-for-old-men,
jay,Pirates of the Caribbean: At World's End,,4,pirates-of-the-caribbean-at-worlds-end,
jay,WΔZ,,3,wz,
jay,Shrek the Third,,6,shrek-the-third,
jay,28 Weeks Later,,6,28-weeks-later,
jay,Mr. Bean's Holiday,,5,mr-beans-holiday,
jay,Superbad,,6,superbad,
jay,Dead Silence,,3,dead-silence,
jay,Zodiac,,7,zodiac,
jay,Atonement,,7,atonement,
jay,Hot Fuzz,,8,hot-fuzz,
jay,Smiley Face,,8,smiley-face,
jay,The Hitcher,2007.0,3,the-hitcher-2007,
jay,Jump In!,,2,jump-in,
jay,Night at the Museum,,6,night-at-the-museum,
jay,The Holiday,,8,the-holiday,
jay,Deck the Halls,,4,deck-the-halls,
jay,Casino Royale,2006.0,8,casino-royale-2006,
jay,Saw III,,5,saw-iii,
jay,Flushed Away,,7,flushed-away,
jay,The Prestige,,8,the-prestige,
jay,The Departed,,8,the-departed,
jay,Jackass Number Two,,6,jackass-number-two,
jay,Inland Empire,,10,inland-empire,
jay,Children of Men,,9,children-of-men,
jay,The Wicker Man,2006.0,4,the-wicker-man-2006,
jay,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,,7,borat-cultural-learnings-of-america-for-make-benefit-glorious-nation-of-kazakhstan,
jay,The Devil Wears Prada,,8,the-devil-wears-prada,
jay,The Fast and the Furious: Tokyo Drift,,5,the-fast-and-the-furious-tokyo-drift,
jay,X-Men: The Last Stand,,2,x-men-the-last-stand,
jay,The Host,,7,the-host,
jay,Southland Tales,,8,southland-tales,
jay,Mission: Impossible III,,5,mission-impossible-iii,
jay,Over the Hedge,,4,over-the-hedge,
jay,She's the Man,,6,shes-the-man,
jay,The Hills Have Eyes,2006.0,4,the-hills-have-eyes-2006,
jay,Final Destination 3,,5,final-destination-3,
jay,Little Miss Sunshine,,8,little-miss-sunshine,
jay,High School Musical,,6,high-school-musical,
jay,The Family Stone,,5,the-family-stone,
jay,Memoirs of a Geisha,,7,memoirs-of-a-geisha,
jay,Saw II,,6,saw-ii,
jay,Hostel,,5,hostel,
jay,Pride & Prejudice,,8,pride-prejudice,
jay,Hellraiser: Hellworld,,2,hellraiser-hellworld,
jay,Wallace & Gromit: The Curse of the Were-Rabbit,,5,wallace-gromit-the-curse-of-the-were-rabbit,
jay,Brokeback Mountain,,8,brokeback-mountain,
jay,Kinky Boots,,6,kinky-boots,
jay,Lenny The Wonder Dog,,1,lenny-the-wonder-dog,
jay,The Devil's Rejects,,8,the-devils-rejects,
jay,Charlie and the Chocolate Factory,,6,charlie-and-the-chocolate-factory,
jay,The Adventures of Sharkboy and Lavagirl,,3,the-adventures-of-sharkboy-and-lavagirl,
jay,Batman Begins,,6,batman-begins,
jay,A History of Violence,,6,a-history-of-violence,
jay,Star Wars: Episode III – Revenge of the Sith,,4,star-wars-episode-iii-revenge-of-the-sith,
jay,House of Wax,2005.0,4,house-of-wax-2005,
jay,The Descent,,8,the-descent,
jay,Wolf Creek,,3,wolf-creek,
jay,Ocean's Twelve,,6,oceans-twelve,
jay,The SpongeBob SquarePants Movie,,8,the-spongebob-squarepants-movie,
jay,The Polar Express,,4,the-polar-express,
jay,Layer Cake,,7,layer-cake,
jay,Hotel Rwanda,,7,hotel-rwanda,
jay,Shark Tale,,5,shark-tale,
jay,Birth,2004.0,8,birth-2004,
jay,Mysterious Skin,,9,mysterious-skin,
jay,AVP: Alien vs. Predator,,6,avp-alien-vs-predator,
jay,The Princess Diaries 2: Royal Engagement,,5,the-princess-diaries-2-royal-engagement,
jay,Collateral,,9,collateral,
jay,Catwoman,,2,catwoman,
jay,A Cinderella Story,,3,a-cinderella-story,
jay,Spider-Man 2,,9,spider-man-2,
jay,White Chicks,,6,white-chicks,
jay,Calvaire,,7,calvaire,
jay,Shrek 2,,7,shrek-2,
jay,The Football Factory,,5,the-football-factory,
jay,Shaun of the Dead,,8,shaun-of-the-dead,
jay,Scooby-Doo 2: Monsters Unleashed,,3,scooby-doo-2-monsters-unleashed,
jay,Dawn of the Dead,2004.0,5,dawn-of-the-dead-2004,
jay,Eternal Sunshine of the Spotless Mind,,8,eternal-sunshine-of-the-spotless-mind,
jay,Starsky & Hutch,,6,starsky-hutch,
jay,Saw,,9,saw,
jay,The Lord of the Rings: The Return of the King,,10,the-lord-of-the-rings-the-return-of-the-king,
jay,Oldboy,,10,oldboy,
jay,The Cat in the Hat,2003.0,2,the-cat-in-the-hat-2003,
jay,Elf,,5,elf,
jay,Love Actually,,4,love-actually,
jay,Lost in Translation,,6,lost-in-translation,
jay,Freddy vs. Jason,,6,freddy-vs-jason,
jay,Seabiscuit,,6,seabiscuit,
jay,"Legally Blonde 2: Red, White & Blonde",,5,legally-blonde-2-red-white-blonde,
jay,The Room,,2,the-room,
jay,Charlie's Angels: Full Throttle,,4,charlies-angels-full-throttle,
jay,Wrong Turn,,4,wrong-turn,
jay,Dogville,,8,dogville,
jay,Memories of Murder,,8,memories-of-murder,
jay,X2,,5,x2,
jay,House of 1000 Corpses,,6,house-of-1000-corpses,
jay,Daredevil,,3,daredevil,
jay,Final Destination 2,,5,final-destination-2,
jay,The Lord of the Rings: The Two Towers,,8,the-lord-of-the-rings-the-two-towers,
jay,Catch Me If You Can,2002.0,8,catch-me-if-you-can-2002,
jay,The Hours,,8,the-hours,
jay,Chicago,,8,chicago,
jay,Gangs of New York,2002.0,7,gangs-of-new-york-2002,
jay,Adaptation.,,8,adaptation,
jay,Jackass: The Movie,,6,jackass-the-movie,
jay,28 Days Later,,8,28-days-later,
jay,Red Dragon,,6,red-dragon,
jay,Cabin Fever,,6,cabin-fever,
jay,Swimfan,,6,swimfan,
jay,Austin Powers in Goldmember,,3,austin-powers-in-goldmember,
jay,The Cat Returns,,7,the-cat-returns,
jay,Morvern Callar,,8,morvern-callar,
jay,Punch-Drunk Love,,8,punch-drunk-love,
jay,City of God,,8,city-of-god,
jay,Star Wars: Episode II – Attack of the Clones,,3,star-wars-episode-ii-attack-of-the-clones,
jay,Spider-Man,,8,spider-man,
jay,Bend It Like Beckham,,6,bend-it-like-beckham,
jay,The Lord of the Rings: The Fellowship of the Ring,,9,the-lord-of-the-rings-the-fellowship-of-the-ring,
jay,Ocean's Eleven,2001.0,8,oceans-eleven-2001,
jay,Harry Potter and the Philosopher's Stone,,6,harry-potter-and-the-philosophers-stone,
jay,The Royal Tenenbaums,,8,the-royal-tenenbaums,
jay,Zoolander,,7,zoolander,
jay,Ichi the Killer,,8,ichi-the-killer,
jay,The Princess Diaries,,7,the-princess-diaries,
jay,The Others,,7,the-others,
jay,Jason X,,1,jason-x,
jay,Spirited Away,,9,spirited-away,
jay,Y Tu Mamá También,,9,y-tu-mama-tambien,
jay,Mulholland Drive,,9,mulholland-drive,
jay,The Piano Teacher,,9,the-piano-teacher,
jay,Moulin Rouge!,2001.0,8,moulin-rouge-2001,
jay,Amélie,,7,amelie,
jay,Shrek,,7,shrek,
jay,Bridget Jones's Diary,,6,bridget-joness-diary,
jay,Battle Royale,,9,battle-royale,
jay,What Women Want,,2,what-women-want,
jay,The Emperor's New Groove,,7,the-emperors-new-groove,
jay,How the Grinch Stole Christmas,2000.0,7,how-the-grinch-stole-christmas-2000,
jay,Charlie's Angels,,5,charlies-angels,
jay,Hellraiser: Inferno,,4,hellraiser-inferno,
jay,Sexy Beast,,9,sexy-beast,
jay,Almost Famous,,7,almost-famous,
jay,Best in Show,,7,best-in-show,
jay,Memento,,8,memento,
jay,Snatch,,7,snatch,
jay,Hollow Man,,6,hollow-man,
jay,X-Men,,5,x-men,
jay,Chicken Run,,8,chicken-run,
jay,In the Mood for Love,,9,in-the-mood-for-love,
jay,"Crouching Tiger, Hidden Dragon",,8,crouching-tiger-hidden-dragon,
jay,Mission: Impossible II,,7,mission-impossible-ii,
jay,Requiem for a Dream,,6,requiem-for-a-dream,
jay,Gladiator,2000.0,7,gladiator-2000,
jay,Final Destination,,7,final-destination,
jay,Cut,,4,cut,
jay,Barking Dogs Never Bite,,8,barking-dogs-never-bite,
jay,Scream 3,,5,scream-3,
jay,Chuck & Buck,,7,chuck-buck,
jay,American Psycho,,8,american-psycho,
jay,"Girl, Interrupted",,7,girl-interrupted,
jay,The Green Mile,,8,the-green-mile,
jay,Bringing Out the Dead,,6,bringing-out-the-dead,
jay,Audition,,8,audition,
jay,But I'm a Cheerleader,,8,but-im-a-cheerleader,
jay,Fight Club,,7,fight-club,
jay,Beau Travail,,8,beau-travail,
jay,Being John Malkovich,,7,being-john-malkovich,
jay,Deep Blue Sea,,5,deep-blue-sea,
jay,Eyes Wide Shut,,9,eyes-wide-shut,
jay,Austin Powers: The Spy Who Shagged Me,,6,austin-powers-the-spy-who-shagged-me,
jay,The Straight Story,,8,the-straight-story,
jay,The Virgin Suicides,,7,the-virgin-suicides,
jay,Star Wars: Episode I – The Phantom Menace,,2,star-wars-episode-i-the-phantom-menace,
jay,10 Things I Hate About You,,7,10-things-i-hate-about-you,
jay,The Matrix,,10,the-matrix,
jay,Cruel Intentions,,8,cruel-intentions,
jay,eXistenZ,,7,existenz,
jay,She's All That,,5,shes-all-that,
jay,You've Got Mail,,6,youve-got-mail,
jay,Bride of Chucky,,6,bride-of-chucky,
jay,Armageddon,,7,armageddon,
jay,The Truman Show,,8,the-truman-show,
jay,Happiness,,8,happiness,
jay,Deep Impact,,6,deep-impact,
jay,Buffalo '66,,4,buffalo-66,
jay,The Big Lebowski,,7,the-big-lebowski,
jay,Spice World,,8,spice-world,
jay,Scream 2,,7,scream-2,
jay,Good Will Hunting,,8,good-will-hunting,
jay,Starship Troopers,,9,starship-troopers,
jay,Titanic,1997.0,9,titanic-1997,
jay,Boogie Nights,,9,boogie-nights,
jay,Cube,,6,cube,
jay,Event Horizon,,5,event-horizon,
jay,Princess Mononoke,,8,princess-mononoke,
jay,Face/Off,,10,face-off,
jay,Speed 2: Cruise Control,,3,speed-2-cruise-control,
jay,Batman & Robin,,5,batman-robin,
jay,Con Air,,6,con-air,
jay,Funny Games,,8,funny-games,
jay,Austin Powers: International Man of Mystery,,7,austin-powers-international-man-of-mystery,
jay,Romy and Michele's High School Reunion,,8,romy-and-micheles-high-school-reunion,
jay,Lost Highway,,8,lost-highway,
jay,Scream,,8,scream,
jay,Jerry Maguire,,6,jerry-maguire,
jay,Jingle All the Way,,6,jingle-all-the-way,
jay,Romeo + Juliet,1996.0,7,romeo-juliet-1996,
jay,Bound,,8,bound,
jay,The Rock,,6,the-rock,
jay,Mission: Impossible,,7,mission-impossible,
jay,Crash,,10,crash,
jay,Twister,,7,twister,
jay,The Craft,,6,the-craft,
jay,James and the Giant Peach,,6,james-and-the-giant-peach,
jay,Fargo,,7,fargo,
jay,Trainspotting,,8,trainspotting,
jay,Muppet Treasure Island,,6,muppet-treasure-island,
jay,Broken Arrow,1996.0,7,broken-arrow-1996,
jay,From Dusk Till Dawn,,7,from-dusk-till-dawn,
jay,Twelve Monkeys,,6,twelve-monkeys,
jay,Heat,1995.0,8,heat-1995,
jay,Casino,,8,casino,
jay,Forgotten Silver,,7,forgotten-silver,
jay,Halloween: The Curse of Michael Myers,,3,halloween-the-curse-of-michael-myers,
jay,Showgirls,,7,showgirls,
jay,Se7en,,10,se7en,
jay,Fallen Angels,,9,fallen-angels,
jay,The Net,,5,the-net,
jay,Clueless,,8,clueless,
jay,La Haine,,8,la-haine,
jay,To Die For,,7,to-die-for,
jay,Billy Madison,,5,billy-madison,
jay,The Doom Generation,,8,the-doom-generation,
jay,The Usual Suspects,,4,the-usual-suspects,
jay,Safe,,7,safe,
jay,Before Sunrise,,9,before-sunrise,
jay,Little Women,1994.0,7,little-women-1994,
jay,The Santa Clause,,6,the-santa-clause,
jay,Interview with the Vampire,,7,interview-with-the-vampire,
jay,The Puppet Masters,,2,the-puppet-masters,
jay,The Shawshank Redemption,,8,the-shawshank-redemption,
jay,Natural Born Killers,,7,natural-born-killers,
jay,In the Mouth of Madness,,9,in-the-mouth-of-madness,
jay,The Mask,1994.0,6,the-mask-1994,
jay,Chungking Express,,8,chungking-express,
jay,True Lies,,6,true-lies,
jay,Speed,,7,speed,
jay,Pulp Fiction,,8,pulp-fiction,
jay,"The Adventures of Priscilla, Queen of the Desert",,8,the-adventures-of-priscilla-queen-of-the-desert,
jay,Serial Mom,,8,serial-mom,
jay,Death Wish V: The Face of Death,,3,death-wish-v-the-face-of-death,
jay,Mrs. Doubtfire,,6,mrs-doubtfire,
jay,Carlito's Way,,9,carlitos-way,
jay,The Remains of the Day,,8,the-remains-of-the-day,
jay,The Nightmare Before Christmas,,8,the-nightmare-before-christmas,
jay,True Romance,,6,true-romance,
jay,The Age of Innocence,,8,the-age-of-innocence,
jay,Hocus Pocus,,7,hocus-pocus,
jay,Sleepless in Seattle,,5,sleepless-in-seattle,
jay,The Firm,1993.0,5,the-firm-1993,
jay,Jurassic Park,,9,jurassic-park,
jay,Dazed and Confused,,8,dazed-and-confused,
jay,Cliffhanger,,8,cliffhanger,
jay,The Piano,,7,the-piano,
jay,Hard Target,,7,hard-target,
jay,Falling Down,,7,falling-down,
jay,Leprechaun,,5,leprechaun,
jay,Scent of a Woman,,6,scent-of-a-woman,
jay,The Muppet Christmas Carol,,8,the-muppet-christmas-carol,
jay,A Few Good Men,,8,a-few-good-men,
jay,Home Alone 2: Lost in New York,,6,home-alone-2-lost-in-new-york,
jay,Army of Darkness,,9,army-of-darkness,
jay,Candyman,,8,candyman,
jay,Death Becomes Her,,8,death-becomes-her,
jay,Alien³,,4,alien-3,272108
jay,Strictly Ballroom,,6,strictly-ballroom,
jay,The Player,,7,the-player,
jay,Basic Instinct,,8,basic-instinct,
jay,Reservoir Dogs,,8,reservoir-dogs,
jay,Naked Lunch,,6,naked-lunch,
jay,Samurai Cop,,3,samurai-cop,
jay,The Addams Family,,7,the-addams-family,
jay,Cape Fear,1991.0,7,cape-fear-1991,
jay,Point Break,,8,point-break,
jay,Terminator 2: Judgment Day,,10,terminator-2-judgment-day,
jay,Thelma & Louise,,8,thelma-louise,
jay,Boyz n the Hood,,8,boyz-n-the-hood,
jay,Hearts of Darkness: A Filmmaker's Apocalypse,,8,hearts-of-darkness-a-filmmakers-apocalypse,
jay,My Own Private Idaho,,8,my-own-private-idaho,
jay,The Silence of the Lambs,,9,the-silence-of-the-lambs,
jay,Kindergarten Cop,,4,kindergarten-cop,
jay,Misery,,8,misery,
jay,Predator 2,,5,predator-2,
jay,It,1990.0,5,it-1990,
jay,Home Alone,,8,home-alone,
jay,GoodFellas,,9,goodfellas,
jay,Days of Thunder,,6,days-of-thunder,
jay,Total Recall,,8,total-recall,
jay,Wild at Heart,,7,wild-at-heart,
jay,Tremors,,7,tremors,
jay,Elves,,2,elves,
jay,Kiki's Delivery Service,,8,kikis-delivery-service,
jay,Friday the 13th Part VIII: Jason Takes Manhattan,,3,friday-the-13th-part-viii-jason-takes-manhattan,
jay,When Harry Met Sally...,,10,when-harry-met-sally,
jay,Dead Poets Society,,8,dead-poets-society,
jay,Do the Right Thing,,8,do-the-right-thing,
jay,Pet Sematary,,6,pet-sematary,
jay,Heathers,,8,heathers,
jay,Rain Man,,6,rain-man,
jay,Mississippi Burning,,6,mississippi-burning,
jay,The Naked Gun: From the Files of Police Squad!,,7,the-naked-gun-from-the-files-of-police-squad,
jay,Scrooged,,7,scrooged,
jay,They Live,,8,they-live,
jay,Cinema Paradiso,,8,cinema-paradiso,
jay,Hellbound: Hellraiser II,,5,hellbound-hellraiser-ii,
jay,Dead Ringers,,8,dead-ringers,
jay,Die Hard,,8,die-hard,
jay,Akira,,7,akira,
jay,The Last Temptation of Christ,,7,the-last-temptation-of-christ,
jay,Killer Klowns from Outer Space,,6,killer-klowns-from-outer-space,
jay,My Neighbor Totoro,,8,my-neighbor-totoro,
jay,Beetlejuice,,6,beetlejuice,
jay,Moonstruck,,7,moonstruck,
jay,The Princess Bride,,8,the-princess-bride,
jay,Hellraiser,,7,hellraiser,
jay,The Lost Boys,,8,the-lost-boys,
jay,RoboCop,,8,robocop,
jay,Full Metal Jacket,,8,full-metal-jacket,
jay,Death Wish 4: The Crackdown,,4,death-wish-4-the-crackdown,
jay,The Untouchables,,7,the-untouchables,
jay,Withnail & I,,9,withnail-i,
jay,Evil Dead II,,9,evil-dead-ii,
jay,From Beyond,,8,from-beyond,
jay,The Color of Money,,9,the-color-of-money,
jay,Blue Velvet,,9,blue-velvet,
jay,The Fly,1986.0,8,the-fly-1986,
jay,Stand by Me,,7,stand-by-me,
jay,Aliens,,10,aliens,
jay,Top Gun,,5,top-gun,
jay,Clue,,8,clue,
jay,Tampopo,,9,tampopo,
jay,To Live and Die in L.A.,,9,to-live-and-die-in-la,
jay,A Nightmare on Elm Street Part 2: Freddy's Revenge,,7,a-nightmare-on-elm-street-part-2-freddys-revenge,
jay,Death Wish 3,,5,death-wish-3,
jay,Re-Animator,,8,re-animator,
jay,Commando,,5,commando,
jay,After Hours,,8,after-hours,
jay,Legend,,6,legend,
jay,Come and See,,9,come-and-see,
jay,Day of the Dead,,8,day-of-the-dead,
jay,Return to Oz,,7,return-to-oz,
jay,Stop Making Sense,,8,stop-making-sense,
jay,A Nightmare on Elm Street,,8,a-nightmare-on-elm-street,
jay,The Terminator,,8,the-terminator,
jay,Gremlins,,8,gremlins,
jay,Ghostbusters,,8,ghostbusters,
jay,"Paris, Texas",,9,paris-texas,
jay,Razorback,,4,razorback,
jay,This Is Spinal Tap,,7,this-is-spinal-tap,
jay,Scarface,1983.0,8,scarface-1983,
jay,The Dead Zone,,4,the-dead-zone,
jay,Risky Business,,4,risky-business,
jay,Return of the Jedi,,7,return-of-the-jedi,
jay,The Outsiders,,7,the-outsiders,
jay,Videodrome,,8,videodrome,
jay,The King of Comedy,,8,the-king-of-comedy,
jay,First Blood,,6,first-blood,
jay,Blade Runner,,6,blade-runner,
jay,The Thing,,10,the-thing,
jay,Poltergeist,,7,poltergeist,
jay,E.T. the Extra-Terrestrial,,8,et-the-extra-terrestrial,
jay,Death Wish II,,3,death-wish-ii,
jay,Mad Max 2,,8,mad-max-2,
jay,The Evil Dead,,8,the-evil-dead,
jay,An American Werewolf in London,,8,an-american-werewolf-in-london,
jay,Blow Out,,9,blow-out,
jay,Raiders of the Lost Ark,,9,raiders-of-the-lost-ark,
jay,Possession,,9,possession,
jay,Friday the 13th Part 2,,5,friday-the-13th-part-2,
jay,Escape from New York,,7,escape-from-new-york,
jay,Thief,,8,thief,
jay,The Howling,,6,the-howling,
jay,Scanners,,6,scanners,
jay,Raging Bull,,8,raging-bull,
jay,The Elephant Man,,8,the-elephant-man,
jay,Dressed to Kill,1980.0,6,dressed-to-kill-1980,
jay,The Shining,,10,the-shining,
jay,The Empire Strikes Back,,10,the-empire-strikes-back,
jay,Friday the 13th,,6,friday-the-13th,
jay,Cruising,,7,cruising,
jay,The Fog,,6,the-fog,
jay,All That Jazz,,9,all-that-jazz,
jay,Kramer vs. Kramer,,8,kramer-vs-kramer,
jay,The Brood,,7,the-brood,
jay,Alien,,10,alien,
jay,Apocalypse Now,,9,apocalypse-now,
jay,Hardcore,,7,hardcore,
jay,The Warriors,,8,the-warriors,
jay,Invasion of the Body Snatchers,1978.0,8,invasion-of-the-body-snatchers-1978,
jay,The Deer Hunter,,8,the-deer-hunter,
jay,Halloween,1978.0,10,halloween-1978,
jay,Days of Heaven,,8,days-of-heaven,
jay,Girlfriends,1978.0,7,girlfriends-1978,
jay,Piranha,,7,piranha,
jay,Jaws 2,,4,jaws-2,
jay,Grease,,6,grease,
jay,The Shout,,8,the-shout,
jay,Opening Night,,8,opening-night,
jay,The Hills Have Eyes,,6,the-hills-have-eyes,
jay,Star Wars,,8,star-wars,
jay,Eraserhead,,9,eraserhead,
jay,Suspiria,,8,suspiria,
jay,Network,,8,network,
jay,Carrie,1976.0,9,carrie-1976,
jay,The Omen,,7,the-omen,
jay,Taxi Driver,,8,taxi-driver,
