title,year,clean_title,appearance_count
Doctor Strange,2016.0,doctor strange,17
Doctor Strange in the Multiverse of Madness,,doctor strange in multiverse of madness,17
Fantastic Four,,fantastic four,17
Final Destination Bloodlines,,final destination bloodlines,17
First Reformed,,first reformed,17
Ford v Ferrari,,ford v ferrari,17
Guardians of the Galaxy,,guardians of galaxy,17
Heretic,2024.0,heretic,17
I Saw the TV Glow,,i saw tv glow,17
Iron Man 3,,iron man 3,17
It,2017.0,it,17
Jurassic Park,,jurassic park,17
Logan,2017.0,logan,17
M3GAN,,m3gan,17
Madame Web,,madame web,17
Manchester by the Sea,,manchester by sea,17
May December,,may december,17
Memento,,memento,17
Mickey 17,,mickey 17,17
Mission: Impossible – Dead Reckoning,,mission impossible dead reckoning,17
Mission: Impossible – Fallout,,mission impossible fallout,17
Nocturnal Animals,,nocturnal animals,17
Oldboy,,oldboy,17
Paddington,,paddington,17
Past Lives,,past lives,17
Portrait of a Lady on Fire,,portrait of lady on fire,17
Prisoners,,prisoners,17
Ready or Not,2019.0,ready or not,17
Reservoir Dogs,,reservoir dogs,17
Rogue One: A Star Wars Story,,rogue one star wars story,17
Room,2015.0,room,17
Se7en,,se7en,17
Soul,2020.0,soul,17
Spider-Man 2,,spiderman 2,17
Spider-Man: No Way Home,,spiderman no way home,17
Suicide Squad,2016.0,suicide squad,17
Taxi Driver,,taxi driver,17
The Boy and the Heron,,boy and heron,17
The Cabin in the Woods,,cabin in woods,17
The Fabelmans,,fabelmans,17
The French Dispatch,,french dispatch,17
The Hateful Eight,,hateful eight,17
The Iron Claw,2023.0,iron claw,17
The Killing of a Sacred Deer,,killing of sacred deer,17
The Lighthouse,2019.0,lighthouse,17
The Shape of Water,,shape of water,17
Top Gun: Maverick,,top gun maverick,17
12 Years a Slave,,12 years slave,16
2001: A Space Odyssey,,2001 space odyssey,16
28 Days Later,,28 days later,16
A Complete Unknown,,complete unknown,16
A Star Is Born,2018.0,star is born,16
Asteroid City,,asteroid city,16
Back to the Future,,back to future,16
Bodies Bodies Bodies,,bodies bodies bodies,16
Bohemian Rhapsody,,bohemian rhapsody,16
Bring Her Back,,bring her back,16
C'mon C'mon,,cmon cmon,16
Dawn of the Planet of the Apes,,dawn of planet of apes,16
Deadpool 2,,deadpool 2,16
Decision to Leave,,decision to leave,16
Edge of Tomorrow,,edge of tomorrow,16
Elvis,2022.0,elvis,16
Fargo,,fargo,16
Fight Club,,fight club,16
Frances Ha,,frances ha,16
Godzilla Minus One,,godzilla minus one,16
Home Alone,,home alone,16
I'm Thinking of Ending Things,,im thinking of ending things,16
"I, Tonya",,i tonya,16
Incredibles 2,,incredibles 2,16
It Follows,,it follows,16
John Wick,,john wick,16
John Wick: Chapter 2,,john wick chapter 2,16
John Wick: Chapter 3 – Parabellum,,john wick chapter 3 parabellum,16
John Wick: Chapter 4,,john wick chapter 4,16
Jurassic World,,jurassic world,16
Kill Bill: Vol. 1,,kill bill vol 1,16
Knock at the Cabin,,knock at cabin,16
Mission: Impossible – Ghost Protocol,,mission impossible ghost protocol,16
Mission: Impossible – Rogue Nation,,mission impossible rogue nation,16
Mission: Impossible – The Final Reckoning,,mission impossible final reckoning,16
Moana,2016.0,moana,16
Murder on the Orient Express,2017.0,murder on orient express,16
No Hard Feelings,2023.0,no hard feelings,16
Ocean's Eleven,2001.0,oceans eleven,16
Phantom Thread,,phantom thread,16
Pig,2021.0,pig,16
Popstar: Never Stop Never Stopping,,popstar never stop never stopping,16
Raiders of the Lost Ark,,raiders of lost ark,16
Ratatouille,,ratatouille,16
Red Rocket,2021.0,red rocket,16
Scream,2022.0,scream,16
Scream,,scream,16
Scream VI,,scream vi,16
Shaun of the Dead,,shaun of dead,16
Shrek 2,,shrek 2,16
Shutter Island,,shutter island,16
Spider-Man,,spiderman,16
Split,2016.0,split,16
Star Wars: The Force Awakens,,star wars force awakens,16
Superbad,,superbad,16
Superman,2025.0,superman,16
The Batman,,batman,16
The Big Sick,,big sick,16
The Brutalist,,brutalist,16
The Conjuring,,conjuring,16
The Hunger Games: Mockingjay – Part 2,,hunger games mockingjay part 2,16
The Invisible Man,2020.0,invisible man,16
The Lego Batman Movie,,lego batman movie,16
The Lord of the Rings: The Fellowship of the Ring,,lord of rings fellowship of ring,16
The Lord of the Rings: The Return of the King,,lord of rings return of king,16
The Lord of the Rings: The Two Towers,,lord of rings two towers,16
The Nightmare Before Christmas,,nightmare before christmas,16
The Phoenician Scheme,,phoenician scheme,16
The Predator,,predator,16
The Prestige,,prestige,16
The Royal Tenenbaums,,royal tenenbaums,16
The Silence of the Lambs,,silence of lambs,16
The Truman Show,,truman show,16
The Worst Person in the World,,worst person in world,16
Titane,,titane,16
Twisters,,twisters,16
TÁR,2022.0,tr,16
WALL·E,,walle,16
What We Do in the Shadows,,what we do in shadows,16
Wicked,2024.0,wicked,16
X-Men: Days of Future Past,,xmen days of future past,16
Zodiac,,zodiac,16
mother!,2017.0,mother,16
1917,,1917,15
21 Jump Street,,21 jump street,15
A Real Pain,,real pain,15
Aliens,,aliens,15
American Psycho,,american psycho,15
Annihilation,,annihilation,15
Aquaman,2018.0,aquaman,15
Batman v Superman: Dawn of Justice,,batman v superman dawn of justice,15
Beau Is Afraid,,beau is afraid,15
Beetlejuice,,beetlejuice,15
Blade Runner,,blade runner,15
Bones and All,,bones and all,15
Bullet Train,,bullet train,15
Civil War,2024.0,civil war,15
Coraline,,coraline,15
Crimes of the Future,2022.0,crimes of future,15
Cruella,,cruella,15
Deadpool & Wolverine,,deadpool wolverine,15
Die Hard,,die hard,15
Don't Look Up,2021.0,dont look up,15
Don't Worry Darling,,dont worry darling,15
Eighth Grade,,eighth grade,15
Finding Dory,,finding dory,15
Gladiator II,,gladiator ii,15
GoodFellas,,goodfellas,15
Gravity,2013.0,gravity,15
Green Room,,green room,15
Guardians of the Galaxy Vol. 3,,guardians of galaxy vol 3,15
Halloween,1978.0,halloween,15
Halloween,2018.0,halloween,15
Halloween Kills,,halloween kills,15
Harry Potter and the Philosopher's Stone,,harry potter and philosophers stone,15
Hit Man,2023.0,hit man,15
Home Alone 2: Lost in New York,,home alone 2 lost in new york,15
How to Train Your Dragon,,how to train your dragon,15
Hustlers,2019.0,hustlers,15
Inside Llewyn Davis,,inside llewyn davis,15
Iron Man,2008.0,iron man,15
Isle of Dogs,2018.0,isle of dogs,15
Justice League,,justice league,15
Kill Bill: Vol. 2,,kill bill vol 2,15
Kinds of Kindness,,kinds of kindness,15
Kingsman: The Secret Service,,kingsman secret service,15
Lost in Translation,,lost in translation,15
Luca,2021.0,luca,15
MaXXXine,,maxxxine,15
Man of Steel,,man of steel,15
Marcel the Shell with Shoes On,2021.0,marcel shell with shoes on,15
Mean Girls,,mean girls,15
Nickel Boys,,nickel boys,15
No Country for Old Men,,no country for old men,15
Nomadland,,nomadland,15
Old,2021.0,old,15
Pacific Rim,,pacific rim,15
Pokémon Detective Pikachu,,pokmon detective pikachu,15
Promising Young Woman,,promising young woman,15
Punch-Drunk Love,,punchdrunk love,15
Raw,2016.0,raw,15
Ready Player One,,ready player one,15
Rear Window,,rear window,15
Rise of the Planet of the Apes,,rise of planet of apes,15
Saltburn,,saltburn,15
Shrek,,shrek,15
Sicario,2015.0,sicario,15
Skyfall,,skyfall,15
Snowpiercer,,snowpiercer,15
Spring Breakers,,spring breakers,15
Star Wars,,star wars,15
Star Wars: The Last Jedi,,star wars last jedi,15
Steve Jobs,,steve jobs,15
Suspiria,2018.0,suspiria,15
The Babadook,,babadook,15
The Darjeeling Limited,,darjeeling limited,15
The Departed,,departed,15
The Disaster Artist,,disaster artist,15
The Empire Strikes Back,,empire strikes back,15
The Father,2020.0,father,15
The Irishman,2019.0,irishman,15
The Lego Movie,,lego movie,15
The Matrix,,matrix,15
The Perks of Being a Wallflower,,perks of being wallflower,15
The Revenant,2015.0,revenant,15
The Shawshank Redemption,,shawshank redemption,15
The Super Mario Bros. Movie,,super mario bros movie,15
The Thing,,thing,15
The Whale,2022.0,whale,15
The World's End,,worlds end,15
There Will Be Blood,,there will be blood,15
This Is the End,,this is end,15
Thor: Love and Thunder,,thor love and thunder,15
Titanic,1997.0,titanic,15
Toy Story 3,,toy story 3,15
Turning Red,,turning red,15
Venom,2018.0,venom,15
War for the Planet of the Apes,,war for planet of apes,15
West Side Story,2021.0,west side story,15
Wonder Woman,2017.0,wonder woman,15
You Were Never Really Here,,you were never really here,15
mid90s,,mid90s,15
(500) Days of Summer,,500 days of summer,14
10 Things I Hate About You,,10 things i hate about you,14
22 Jump Street,,22 jump street,14
28 Years Later,,28 years later,14
A Ghost Story,2017.0,ghost story,14
A Nightmare on Elm Street,,nightmare on elm street,14
American Hustle,,american hustle,14
Ant-Man and the Wasp,,antman and wasp,14
Anyone But You,,anyone but you,14
Argo,,argo,14
Beetlejuice Beetlejuice,,beetlejuice beetlejuice,14
Before Midnight,,before midnight,14
Before Sunset,,before sunset,14
Being John Malkovich,,being john malkovich,14
Big Hero 6,,big hero 6,14
Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),,birds of prey and fantabulous emancipation of one harley quinn,14
Black Panther: Wakanda Forever,,black panther wakanda forever,14
Black Swan,,black swan,14
Black Widow,2021.0,black widow,14
Boyhood,,boyhood,14
Captain America: The First Avenger,,captain america first avenger,14
Catch Me If You Can,2002.0,catch me if you can,14
Children of Men,,children of men,14
Chungking Express,,chungking express,14
Companion,2025.0,companion,14
Donnie Darko,,donnie darko,14
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,,dr strangelove or how i learned to stop worrying and love bomb,14
Dream Scenario,,dream scenario,14
Drive-Away Dolls,,driveaway dolls,14
Dungeons & Dragons: Honor Among Thieves,,dungeons dragons honor among thieves,14
E.T. the Extra-Terrestrial,,et extraterrestrial,14
Elf,,elf,14
Emilia Pérez,,emilia prez,14
Eternals,,eternals,14
Evil Dead II,,evil dead ii,14
Fantastic Beasts and Where to Find Them,,fantastic beasts and where to find them,14
Ferris Bueller's Day Off,,ferris buellers day off,14
Finding Nemo,,finding nemo,14
First Man,,first man,14
Free Guy,,free guy,14
Gladiator,2000.0,gladiator,14
Glass,2019.0,glass,14
Green Book,,green book,14
Harry Potter and the Deathly Hallows: Part 1,,harry potter and deathly hallows part 1,14
Harry Potter and the Half-Blood Prince,,harry potter and halfblood prince,14
Heat,1995.0,heat,14
Hell or High Water,,hell or high water,14
Hot Fuzz,,hot fuzz,14
If Beale Street Could Talk,,if beale street could talk,14
Inside Out 2,2024.0,inside out 2,14
Iron Man 2,,iron man 2,14
It Chapter Two,,it chapter two,14
Jennifer's Body,,jennifers body,14
Juno,,juno,14
Jurassic World: Fallen Kingdom,,jurassic world fallen kingdom,14
Juror #2,,juror 2,14
Kong: Skull Island,,kong skull island,14
Lightyear,2022.0,lightyear,14
Little Miss Sunshine,,little miss sunshine,14
Malignant,2021.0,malignant,14
Materialists,,materialists,14
Megalopolis,2024.0,megalopolis,14
Men,2022.0,men,14
Minari,,minari,14
Mission: Impossible III,,mission impossible iii,14
Monsters University,,monsters university,14
"Monsters, Inc.",,monsters inc,14
My Neighbor Totoro,,my neighbor totoro,14
Now You See Me,,now you see me,14
Ocean's Eight,,oceans eight,14
Pride & Prejudice,,pride prejudice,14
Prometheus,,prometheus,14
Queer,2024.0,queer,14
RRR,,rrr,14
Rosemary's Baby,,rosemarys baby,14
Rushmore,,rushmore,14
Saturday Night,2024.0,saturday night,14
Scream 2,,scream 2,14
Shang-Chi and the Legend of the Ten Rings,,shangchi and legend of ten rings,14
Shazam!,,shazam,14
Shithouse,,shithouse,14
Singin' in the Rain,,singin in rain,14
Sonic the Hedgehog,,sonic hedgehog,14
Sound of Metal,,sound of metal,14
Speed,,speed,14
Spider-Man 3,,spiderman 3,14
Spirited Away,,spirited away,14
Spotlight,,spotlight,14
Swiss Army Man,,swiss army man,14
Tangerine,,tangerine,14
Teenage Mutant Ninja Turtles: Mutant Mayhem,,teenage mutant ninja turtles mutant mayhem,14
The Amazing Spider-Man 2,,amazing spiderman 2,14
The Apprentice,2024.0,apprentice,14
The Big Short,,big short,14
The Bikeriders,,bikeriders,14
The Bling Ring,,bling ring,14
The Devil Wears Prada,,devil wears prada,14
The Exorcist,,exorcist,14
The Farewell,2019.0,farewell,14
The Girl with the Dragon Tattoo,2011.0,girl with dragon tattoo,14
The Great Gatsby,2013.0,great gatsby,14
The Handmaiden,,handmaiden,14
The Incredibles,,incredibles,14
The Life Aquatic with Steve Zissou,,life aquatic with steve zissou,14
The Martian,,martian,14
The Master,2012.0,master,14
The Monkey,2025.0,monkey,14
The Power of the Dog,,power of dog,14
The Purge,,purge,14
The Wild Robot,,wild robot,14
Thor,,thor,14
Toy Story,,toy story,14
Toy Story 2,,toy story 2,14
Toy Story 4,,toy story 4,14
Train to Busan,,train to busan,14
Triangle of Sadness,,triangle of sadness,14
Twilight,2008.0,twilight,14
Under the Silver Lake,,under silver lake,14
Up,,up,14
X-Men: Apocalypse,,xmen apocalypse,14
Zola,,zola,14
Zootopia,,zootopia,14
12 Angry Men,,12 angry men,13
20th Century Women,,20th century women,13
A Different Man,,different man,13
A Minecraft Movie,,minecraft movie,13
A Quiet Place Part II,,quiet place part ii,13
A Quiet Place: Day One,,quiet place day one,13
Ad Astra,2019.0,ad astra,13
After Hours,,after hours,13
Alien: Covenant,,alien covenant,13
All of Us Strangers,,all of us strangers,13
Almost Famous,,almost famous,13
American Beauty,,american beauty,13
American Fiction,,american fiction,13
Another Round,,another round,13
Army of Darkness,,army of darkness,13
Atomic Blonde,,atomic blonde,13
Beauty and the Beast,2017.0,beauty and beast,13
Bird Box,,bird box,13
Black Bag,2025.0,black bag,13
Boogie Nights,,boogie nights,13
Borat Subsequent Moviefilm,,borat subsequent moviefilm,13
Bridesmaids,,bridesmaids,13
Brokeback Mountain,,brokeback mountain,13
Burning,2018.0,burning,13
Captain Marvel,,captain marvel,13
Casino Royale,2006.0,casino royale,13
Charlie and the Chocolate Factory,,charlie and chocolate factory,13
Columbus,2017.0,columbus,13
Crazy Rich Asians,,crazy rich asians,13
"Crazy, Stupid, Love.",,crazy stupid love,13
Do the Right Thing,,do right thing,13
Doctor Sleep,,doctor sleep,13
Drive My Car,,drive my car,13
Easy A,,easy a,13
Elemental,2023.0,elemental,13
Escape Room,2019.0,escape room,13
Evil Dead Rise,,evil dead rise,13
Eyes Wide Shut,,eyes wide shut,13
F1,,f1,13
Fear Street: 1994,1994.0,fear street 1994,13
Flow,2024.0,flow,13
Forrest Gump,,forrest gump,13
Fresh,2022.0,fresh,13
Ghostbusters,,ghostbusters,13
Godzilla,2014.0,godzilla,13
Godzilla vs. Kong,,godzilla vs kong,13
Guillermo del Toro's Pinocchio,,guillermo del toros pinocchio,13
Halloween Ends,,halloween ends,13
Harry Potter and the Deathly Hallows: Part 2,,harry potter and deathly hallows part 2,13
Harry Potter and the Goblet of Fire,,harry potter and goblet of fire,13
Harry Potter and the Prisoner of Azkaban,,harry potter and prisoner of azkaban,13
High School Musical,,high school musical,13
How to Blow Up a Pipeline,,how to blow up pipeline,13
In Bruges,,in bruges,13
In the Heights,,in heights,13
In the Mood for Love,,in mood for love,13
Jackass Forever,,jackass forever,13
King Richard,,king richard,13
Kubo and the Two Strings,,kubo and two strings,13
Late Night with the Devil,,late night with devil,13
Life of Pi,,life of pi,13
Lucy,2014.0,lucy,13
Maestro,2023.0,maestro,13
Mamma Mia!,,mamma mia,13
Me and Earl and the Dying Girl,,me and earl and dying girl,13
Memories of Murder,,memories of murder,13
Mission: Impossible,,mission impossible,13
Monkey Man,,monkey man,13
Mulholland Drive,,mulholland drive,13
Never Rarely Sometimes Always,,never rarely sometimes always,13
Nightmare Alley,2021.0,nightmare alley,13
No Time to Die,2021.0,no time to die,13
Nobody,2021.0,nobody,13
Okja,,okja,13
One Flew Over the Cuckoo's Nest,,one flew over cuckoos nest,13
Panic Room,,panic room,13
Perfect Blue,,perfect blue,13
Pitch Perfect,,pitch perfect,13
Possession,,possession,13
Princess Mononoke,,princess mononoke,13
Psycho,,psycho,13
Requiem for a Dream,,requiem for dream,13
Return of the Jedi,,return of jedi,13
Revenge,2017.0,revenge,13
Roma,2018.0,roma,13
Saint Maud,,saint maud,13
Saw,,saw,13
Scream 3,,scream 3,13
Scream 4,,scream 4,13
Seven Psychopaths,,seven psychopaths,13
Silver Linings Playbook,,silver linings playbook,13
Smile,2022.0,smile,13
Sorry to Bother You,,sorry to bother you,13
Star Wars: The Rise of Skywalker,,star wars rise of skywalker,13
Suspiria,,suspiria,13
Tangled,2010.0,tangled,13
Terminator 2: Judgment Day,,terminator 2 judgment day,13
The Ballad of Buster Scruggs,,ballad of buster scruggs,13
The Big Lebowski,,big lebowski,13
The Black Phone,,black phone,13
The Edge of Seventeen,,edge of seventeen,13
The Fall Guy,2024.0,fall guy,13
The Fantastic Four: First Steps,,fantastic four first steps,13
The Gift,,gift,13
The Green Knight,,green knight,13
The Hunger Games: The Ballad of Songbirds & Snakes,,hunger games ballad of songbirds snakes,13
The Iron Giant,,iron giant,13
The Jungle Book,2016.0,jungle book,13
The Last Duel,2021.0,last duel,13
The Lodge,2019.0,lodge,13
The Meg,,meg,13
The Terminator,,terminator,13
The Texas Chain Saw Massacre,,texas chain saw massacre,13
The Tragedy of Macbeth,,tragedy of macbeth,13
The Unbearable Weight of Massive Talent,,unbearable weight of massive talent,13
The Virgin Suicides,,virgin suicides,13
The Wizard of Oz,1939.0,wizard of oz,13
Thor: The Dark World,,thor dark world,13
Venom: Let There Be Carnage,,venom let there be carnage,13
Videodrome,,videodrome,13
War of the Worlds,,war of worlds,13
We're the Millers,,were millers,13
When Harry Met Sally...,,when harry met sally,13
Women Talking,,women talking,13
Wonder Woman 1984,1984.0,wonder woman 1984,13
Wreck-It Ralph,,wreckit ralph,13
X-Men: First Class,,xmen first class,13
"tick, tick... BOOM!",2021.0,tick tick boom,13
A Simple Favor,,simple favor,12
About Time,,about time,12
Adaptation.,,adaptation,12
After Yang,,after yang,12
Air,2023.0,air,12
Airplane!,,airplane,12
Aladdin,,aladdin,12
Alice in Wonderland,2010.0,alice in wonderland,12
Amsterdam,2022.0,amsterdam,12
Ant-Man and the Wasp: Quantumania,,antman and wasp quantumania,12
Apocalypse Now,,apocalypse now,12
Army of the Dead,2021.0,army of dead,12
Bad Education,2019.0,bad education,12
Bad Times at the El Royale,,bad times at el royale,12
Ballerina,2025.0,ballerina,12
Beautiful Boy,2018.0,beautiful boy,12
Blink Twice,,blink twice,12
Blockers,,blockers,12
Blonde,2022.0,blonde,12
Blow Out,,blow out,12
Blue Velvet,,blue velvet,12
CODA,2021.0,coda,12
Candyman,2021.0,candyman,12
Carrie,1976.0,carrie,12
Carry-On,2024.0,carryon,12
Cats,2019.0,cats,12
Cha Cha Real Smooth,,cha cha real smooth,12
Chef,,chef,12
Chicago,,chicago,12
Citizen Kane,,citizen kane,12
Climax,2018.0,climax,12
Clueless,,clueless,12
Cocaine Bear,,cocaine bear,12
Collateral,,collateral,12
Contagion,,contagion,12
Crash,,crash,12
Crawl,2019.0,crawl,12
Creed,,creed,12
Dallas Buyers Club,,dallas buyers club,12
Dead Poets Society,,dead poets society,12
Death Proof,,death proof,12
Deep Blue Sea,,deep blue sea,12
Don't Breathe,2016.0,dont breathe,12
Edward Scissorhands,,edward scissorhands,12
Emma.,2020.0,emma,12
Fallen Angels,,fallen angels,12
Fear Street: 1978,1978.0,fear street 1978,12
Final Destination 2,,final destination 2,12
Final Destination 5,,final destination 5,12
Firestarter,,firestarter,12
Five Nights at Freddy's,,five nights at freddys,12
Foxcatcher,,foxcatcher,12
Friendship,2024.0,friendship,12
Frozen,2013.0,frozen,12
Fruitvale Station,,fruitvale station,12
Full Metal Jacket,,full metal jacket,12
Furious 7,,furious 7,12
"Girl, Interrupted",,girl interrupted,12
Good Will Hunting,,good will hunting,12
Grease,,grease,12
Gremlins,,gremlins,12
Hacksaw Ridge,,hacksaw ridge,12
Happiest Season,,happiest season,12
Harry Potter and the Chamber of Secrets,,harry potter and chamber of secrets,12
Harry Potter and the Order of the Phoenix,,harry potter and order of phoenix,12
High Life,2018.0,high life,12
Honey Boy,,honey boy,12
House of Gucci,,house of gucci,12
Hunt for the Wilderpeople,,hunt for wilderpeople,12
I'm Still Here,2024.0,im still here,12
Immaculate,2024.0,immaculate,12
Indiana Jones and the Kingdom of the Crystal Skull,,indiana jones and kingdom of crystal skull,12
Indiana Jones and the Temple of Doom,,indiana jones and temple of doom,12
Infinity Pool,,infinity pool,12
Insidious,,insidious,12
Insomnia,2002.0,insomnia,12
It Comes at Night,,it comes at night,12
It's Such a Beautiful Day,,its such beautiful day,12
Jackie Brown,,jackie brown,12
Jungle Cruise,,jungle cruise,12
Jurassic World Rebirth,,jurassic world rebirth,12
Kiki's Delivery Service,,kikis delivery service,12
Kingdom of the Planet of the Apes,,kingdom of planet of apes,12
Kingsman: The Golden Circle,,kingsman golden circle,12
Lisa Frankenstein,,lisa frankenstein,12
Logan Lucky,,logan lucky,12
Looper,,looper,12
Magic Mike,,magic mike,12
Malcolm & Marie,,malcolm marie,12
Mank,,mank,12
Matilda,,matilda,12
Mission: Impossible II,,mission impossible ii,12
Molly's Game,,mollys game,12
Moneyball,,moneyball,12
Mortal Kombat,2021.0,mortal kombat,12
Napoleon,2023.0,napoleon,12
Pirates of the Caribbean: The Curse of the Black Pearl,,pirates of caribbean curse of black pearl,12
Ponyo,,ponyo,12
Possessor,,possessor,12
Presence,2024.0,presence,12
Prey,2022.0,prey,12
Rocketman,2019.0,rocketman,12
Sanctuary,2022.0,sanctuary,12
Saving Private Ryan,,saving private ryan,12
Scarface,1983.0,scarface,12
See How They Run,2022.0,see how they run,12
Shoplifters,,shoplifters,12
Silence,,silence,12
Sing Sing,2023.0,sing sing,12
Smile 2,2024.0,smile 2,12
Solo: A Star Wars Story,,solo star wars story,12
Sonic the Hedgehog 2,,sonic hedgehog 2,12
Space Jam: A New Legacy,,space jam new legacy,12
Spiral: From the Book of Saw,,spiral from book of saw,12
Spy,,spy,12
Star Wars: Episode III – Revenge of the Sith,,star wars episode iii revenge of sith,12
Strange Darling,,strange darling,12
Thanksgiving,2023.0,thanksgiving,12
The Beguiled,2017.0,beguiled,12
The Conjuring 2,,conjuring 2,12
The Conjuring: The Devil Made Me Do It,,conjuring devil made me do it,12
The Creator,2023.0,creator,12
The Curious Case of Benjamin Button,,curious case of benjamin button,12
The Descent,,descent,12
The Fast and the Furious: Tokyo Drift,,fast and furious tokyo drift,12
The Fate of the Furious,,fate of furious,12
The First Omen,,first omen,12
The Godfather,,godfather,12
The Greatest Showman,,greatest showman,12
The Happening,,happening,12
The Hunt,2020.0,hunt,12
The Idea of You,2024.0,idea of you,12
The Last Black Man in San Francisco,,last black man in san francisco,12
The Little Mermaid,,little mermaid,12
The Lost Daughter,2021.0,lost daughter,12
The Maze Runner,,maze runner,12
